,Year,Month,Province_group,Distance,Hospital_admission,Mode,Year-Month
942,2020,11.0,South,0,991.0,Edu,202011.0
746,2020,11.0,West,   18.06,2126.0,Visit,202011.0
1130,2020,11.0,West,    4.00,2126.0,Shop,202011.0
750,2020,11.0,South,   10.68,991.0,Visit,202011.0
358,2020,11.0,East,    6.14,757.0,Walk,202011.0
742,2020,11.0,East,   17.64,757.0,Visit,202011.0
934,2020,11.0,East,   12.99,757.0,Edu,202011.0
738,2020,11.0,North,0,196.0,Visit,202011.0
566,2020,12.0,East,    9.39,1334.0,Fun,202012.0
762,2020,12.0,West,   19.65,2816.0,Visit,202012.0
570,2020,12.0,West,    8.13,2816.0,Fun,202012.0
382,2020,12.0,South,    6.09,1457.0,Walk,202012.0
1342,2020,12,South,   13.52,1457.0,Commute,202012.0
1338,2020,12,West,   15.53,2816.0,Commute,202012.0
1146,2020,12.0,West,    3.37,2816.0,Shop,202012.0
378,2020,12.0,West,    7.04,2816.0,Walk,202012.0
574,2020,12.0,South,    7.75,1457.0,Fun,202012.0
178,2020,12.0,North,   12.07,424.0,Total,202012.0
562,2020,12.0,North,0,424.0,Fun,202012.0
1150,2020,12.0,South,    4.37,1457.0,Shop,202012.0
190,2020,12.0,South,    9.55,1457.0,Total,202012.0
374,2020,12.0,East,    5.18,1334.0,Walk,202012.0
1138,2020,12.0,North,    3.47,424.0,Shop,202012.0
1330,2020,12,North,   16.84,424.0,Commute,202012.0
766,2020,12.0,South,   13.29,1457.0,Visit,202012.0
1142,2020,12.0,East,    3.97,1334.0,Shop,202012.0
958,2020,12.0,South,0,1457.0,Edu,202012.0
954,2020,12.0,West,    8.11,2816.0,Edu,202012.0
182,2020,12.0,East,    9.18,1334.0,Total,202012.0
1334,2020,12,East,   13.92,1334.0,Commute,202012.0
754,2020,12.0,North,0,424.0,Visit,202012.0
186,2020,12.0,West,    9.52,2816.0,Total,202012.0
946,2020,12.0,North,0,424.0,Edu,202012.0
370,2020,12.0,North,0,424.0,Walk,202012.0
758,2020,12.0,East,   16.82,1334.0,Visit,202012.0
950,2020,12.0,East,0,1334.0,Edu,202012.0
1167,2021,1,South,   16.47,1282.0,Commute,202101.0
1159,2021,1,East,   19.60,1079.0,Commute,202101.0
3,2021,1.0,North,    9.21,534.0,Total,202101.0
1155,2021,1,North,   14.31,534.0,Commute,202101.0
1163,2021,1,West,   14.72,2696.0,Commute,202101.0
11,2021,1.0,West,    9.54,2696.0,Total,202101.0
15,2021,1.0,South,    9.56,1282.0,Total,202101.0
399,2021,1.0,South,   11.90,1282.0,Fun,202101.0
195,2021,1.0,North,    8.67,534.0,Walk,202101.0
395,2021,1.0,West,   12.27,2696.0,Fun,202101.0
783,2021,1.0,South,0,1282.0,Edu,202101.0
199,2021,1.0,East,    6.74,1079.0,Walk,202101.0
779,2021,1.0,West,0,2696.0,Edu,202101.0
391,2021,1.0,East,   13.53,1079.0,Fun,202101.0
963,2021,1.0,North,    3.22,534.0,Shop,202101.0
967,2021,1.0,East,    3.24,1079.0,Shop,202101.0
387,2021,1.0,North,0,534.0,Fun,202101.0
971,2021,1.0,West,    2.73,2696.0,Shop,202101.0
7,2021,1.0,East,   11.57,1079.0,Total,202101.0
579,2021,1.0,North,0,534.0,Visit,202101.0
203,2021,1.0,West,    6.65,2696.0,Walk,202101.0
775,2021,1.0,East,0,1079.0,Edu,202101.0
771,2021,1.0,North,0,534.0,Edu,202101.0
207,2021,1.0,South,    6.24,1282.0,Walk,202101.0
591,2021,1.0,South,   12.16,1282.0,Visit,202101.0
587,2021,1.0,West,   16.56,2696.0,Visit,202101.0
975,2021,1.0,South,    3.36,1282.0,Shop,202101.0
583,2021,1.0,East,   17.44,1079.0,Visit,202101.0
799,2021,2.0,South,0,969.0,Edu,202102.0
795,2021,2.0,West,   13.03,2150.0,Edu,202102.0
1175,2021,2,East,   16.77,721.0,Commute,202102.0
219,2021,2.0,West,    7.22,2150.0,Walk,202102.0
787,2021,2.0,North,0,480.0,Edu,202102.0
791,2021,2.0,East,0,721.0,Edu,202102.0
211,2021,2.0,North,    6.98,480.0,Walk,202102.0
19,2021,2.0,North,   13.00,480.0,Total,202102.0
223,2021,2.0,South,    6.79,969.0,Walk,202102.0
23,2021,2.0,East,   11.81,721.0,Total,202102.0
31,2021,2.0,South,    9.77,969.0,Total,202102.0
411,2021,2.0,West,   12.37,2150.0,Fun,202102.0
215,2021,2.0,East,    8.70,721.0,Walk,202102.0
1183,2021,2,South,   18.38,969.0,Commute,202102.0
27,2021,2.0,West,    9.07,2150.0,Total,202102.0
979,2021,2.0,North,    2.73,480.0,Shop,202102.0
403,2021,2.0,North,0,480.0,Fun,202102.0
1179,2021,2,West,   14.20,2150.0,Commute,202102.0
407,2021,2.0,East,   13.47,721.0,Fun,202102.0
603,2021,2.0,West,   15.52,2150.0,Visit,202102.0
1171,2021,2,North,   19.88,480.0,Commute,202102.0
983,2021,2.0,East,    3.80,721.0,Shop,202102.0
987,2021,2.0,West,    2.90,2150.0,Shop,202102.0
991,2021,2.0,South,    3.40,969.0,Shop,202102.0
595,2021,2.0,North,0,480.0,Visit,202102.0
415,2021,2.0,South,   15.90,969.0,Fun,202102.0
599,2021,2.0,East,   17.12,721.0,Visit,202102.0
607,2021,2.0,South,   11.48,969.0,Visit,202102.0
39,2021,3.0,East,   10.82,1089.0,Total,202103.0
47,2021,3.0,South,    9.24,1305.0,Total,202103.0
623,2021,3.0,South,   12.40,1305.0,Visit,202103.0
615,2021,3.0,East,   18.41,1089.0,Visit,202103.0
619,2021,3.0,West,   15.74,3018.0,Visit,202103.0
227,2021,3.0,North,    8.62,527.0,Walk,202103.0
231,2021,3.0,East,    7.49,1089.0,Walk,202103.0
431,2021,3.0,South,   12.70,1305.0,Fun,202103.0
235,2021,3.0,West,    6.93,3018.0,Walk,202103.0
239,2021,3.0,South,    6.53,1305.0,Walk,202103.0
35,2021,3.0,North,   11.34,527.0,Total,202103.0
43,2021,3.0,West,    9.66,3018.0,Total,202103.0
611,2021,3.0,North,0,527.0,Visit,202103.0
1007,2021,3.0,South,    3.60,1305.0,Shop,202103.0
815,2021,3.0,South,0,1305.0,Edu,202103.0
427,2021,3.0,West,   12.33,3018.0,Fun,202103.0
1195,2021,3,West,   16.59,3018.0,Commute,202103.0
803,2021,3.0,North,0,527.0,Edu,202103.0
1003,2021,3.0,West,    3.74,3018.0,Shop,202103.0
807,2021,3.0,East,    9.74,1089.0,Edu,202103.0
999,2021,3.0,East,    3.31,1089.0,Shop,202103.0
811,2021,3.0,West,   10.73,3018.0,Edu,202103.0
1199,2021,3,South,   15.62,1305.0,Commute,202103.0
423,2021,3.0,East,   10.65,1089.0,Fun,202103.0
995,2021,3.0,North,    3.49,527.0,Shop,202103.0
1191,2021,3,East,   18.37,1089.0,Commute,202103.0
419,2021,3.0,North,    8.30,527.0,Fun,202103.0
1187,2021,3,North,   21.56,527.0,Commute,202103.0
59,2021,4.0,West,   10.28,3262.0,Total,202104.0
631,2021,4.0,East,   15.04,1238.0,Visit,202104.0
627,2021,4.0,North,   22.07,479.0,Visit,202104.0
1207,2021,4,East,   17.73,1238.0,Commute,202104.0
1019,2021,4.0,West,    4.34,3262.0,Shop,202104.0
1023,2021,4.0,South,    3.80,1451.0,Shop,202104.0
635,2021,4.0,West,   18.81,3262.0,Visit,202104.0
1015,2021,4.0,East,    3.85,1238.0,Shop,202104.0
1203,2021,4,North,   21.35,479.0,Commute,202104.0
639,2021,4.0,South,   13.76,1451.0,Visit,202104.0
831,2021,4.0,South,0,1451.0,Edu,202104.0
1211,2021,4,West,   16.18,3262.0,Commute,202104.0
1215,2021,4,South,   18.16,1451.0,Commute,202104.0
1011,2021,4.0,North,    4.58,479.0,Shop,202104.0
55,2021,4.0,East,   10.89,1238.0,Total,202104.0
819,2021,4.0,North,0,479.0,Edu,202104.0
823,2021,4.0,East,0,1238.0,Edu,202104.0
243,2021,4.0,North,    7.86,479.0,Walk,202104.0
435,2021,4.0,North,0,479.0,Fun,202104.0
247,2021,4.0,East,    9.12,1238.0,Walk,202104.0
51,2021,4.0,North,   11.41,479.0,Total,202104.0
439,2021,4.0,East,   12.47,1238.0,Fun,202104.0
255,2021,4.0,South,    7.25,1451.0,Walk,202104.0
443,2021,4.0,West,   13.13,3262.0,Fun,202104.0
447,2021,4.0,South,   12.87,1451.0,Fun,202104.0
827,2021,4.0,West,   10.28,3262.0,Edu,202104.0
251,2021,4.0,West,    7.82,3262.0,Walk,202104.0
63,2021,4.0,South,   10.57,1451.0,Total,202104.0
451,2021,5.0,North,0,322.0,Fun,202105.0
463,2021,5.0,South,   10.84,961.0,Fun,202105.0
459,2021,5.0,West,   12.24,1866.0,Fun,202105.0
455,2021,5.0,East,   17.98,753.0,Fun,202105.0
1219,2021,5,North,   18.72,322.0,Commute,202105.0
67,2021,5.0,North,   12.82,322.0,Total,202105.0
1039,2021,5.0,South,    6.22,961.0,Shop,202105.0
847,2021,5.0,South,0,961.0,Edu,202105.0
75,2021,5.0,West,   10.68,1866.0,Total,202105.0
843,2021,5.0,West,   14.39,1866.0,Edu,202105.0
839,2021,5.0,East,0,753.0,Edu,202105.0
835,2021,5.0,North,0,322.0,Edu,202105.0
71,2021,5.0,East,   12.66,753.0,Total,202105.0
1031,2021,5.0,East,    5.38,753.0,Shop,202105.0
1223,2021,5,East,   18.55,753.0,Commute,202105.0
1035,2021,5.0,West,    5.08,1866.0,Shop,202105.0
1227,2021,5,West,   14.27,1866.0,Commute,202105.0
655,2021,5.0,South,   17.89,961.0,Visit,202105.0
651,2021,5.0,West,   18.49,1866.0,Visit,202105.0
647,2021,5.0,East,   22.03,753.0,Visit,202105.0
643,2021,5.0,North,0,322.0,Visit,202105.0
259,2021,5.0,North,   10.33,322.0,Walk,202105.0
263,2021,5.0,East,    8.35,753.0,Walk,202105.0
267,2021,5.0,West,    8.63,1866.0,Walk,202105.0
271,2021,5.0,South,    9.79,961.0,Walk,202105.0
1027,2021,5.0,North,    4.93,322.0,Shop,202105.0
1231,2021,5,South,   19.48,961.0,Commute,202105.0
79,2021,5.0,South,   11.90,961.0,Total,202105.0
1243,2021,6,West,   15.23,948.0,Commute,202106.0
1247,2021,6,South,   13.81,506.0,Commute,202106.0
1239,2021,6,East,   18.05,393.0,Commute,202106.0
1235,2021,6,North,   16.41,170.0,Commute,202106.0
671,2021,6.0,South,   15.35,506.0,Visit,202106.0
855,2021,6.0,East,0,393.0,Edu,202106.0
1047,2021,6.0,East,    5.36,393.0,Shop,202106.0
1043,2021,6.0,North,    5.70,170.0,Shop,202106.0
279,2021,6.0,East,   13.05,393.0,Walk,202106.0
91,2021,6.0,West,   10.98,948.0,Total,202106.0
95,2021,6.0,South,    9.86,506.0,Total,202106.0
667,2021,6.0,West,   21.85,948.0,Visit,202106.0
663,2021,6.0,East,   13.53,393.0,Visit,202106.0
863,2021,6.0,South,0,506.0,Edu,202106.0
859,2021,6.0,West,   11.76,948.0,Edu,202106.0
1055,2021,6.0,South,    3.98,506.0,Shop,202106.0
1051,2021,6.0,West,    5.09,948.0,Shop,202106.0
283,2021,6.0,West,    9.20,948.0,Walk,202106.0
275,2021,6.0,North,0,170.0,Walk,202106.0
479,2021,6.0,South,    9.90,506.0,Fun,202106.0
287,2021,6.0,South,    8.04,506.0,Walk,202106.0
475,2021,6.0,West,   12.15,948.0,Fun,202106.0
471,2021,6.0,East,   11.22,393.0,Fun,202106.0
467,2021,6.0,North,0,170.0,Fun,202106.0
659,2021,6.0,North,0,170.0,Visit,202106.0
87,2021,6.0,East,   11.49,393.0,Total,202106.0
83,2021,6.0,North,   14.05,170.0,Total,202106.0
851,2021,6.0,North,0,170.0,Edu,202106.0
303,2021,7.0,South,    8.10,650.0,Walk,202107.0
111,2021,7.0,South,   11.27,650.0,Total,202107.0
867,2021,7.0,North,0,242.0,Edu,202107.0
1251,2021,7,North,   16.51,242.0,Commute,202107.0
879,2021,7.0,South,0,650.0,Edu,202107.0
875,2021,7.0,West,    8.57,1587.0,Edu,202107.0
871,2021,7.0,East,0,530.0,Edu,202107.0
1255,2021,7,East,   16.96,530.0,Commute,202107.0
103,2021,7.0,East,   11.83,530.0,Total,202107.0
107,2021,7.0,West,   11.89,1587.0,Total,202107.0
687,2021,7.0,South,   17.45,650.0,Visit,202107.0
299,2021,7.0,West,    8.44,1587.0,Walk,202107.0
99,2021,7.0,North,   14.29,242.0,Total,202107.0
291,2021,7.0,North,0,242.0,Walk,202107.0
1263,2021,7,South,   16.53,650.0,Commute,202107.0
483,2021,7.0,North,   21.48,242.0,Fun,202107.0
487,2021,7.0,East,   12.65,530.0,Fun,202107.0
1259,2021,7,West,   15.43,1587.0,Commute,202107.0
491,2021,7.0,West,   15.83,1587.0,Fun,202107.0
495,2021,7.0,South,   11.49,650.0,Fun,202107.0
675,2021,7.0,North,   15.64,242.0,Visit,202107.0
679,2021,7.0,East,   16.32,530.0,Visit,202107.0
295,2021,7.0,East,    8.18,530.0,Walk,202107.0
1067,2021,7.0,West,    4.42,1587.0,Shop,202107.0
1071,2021,7.0,South,    5.61,650.0,Shop,202107.0
1063,2021,7.0,East,    5.95,530.0,Shop,202107.0
1059,2021,7.0,North,0,242.0,Shop,202107.0
683,2021,7.0,West,   21.15,1587.0,Visit,202107.0
123,2021,8.0,West,   12.92,1577.0,Total,202108.0
703,2021,8.0,South,   16.07,599.0,Visit,202108.0
699,2021,8.0,West,   24.79,1577.0,Visit,202108.0
695,2021,8.0,East,   22.42,567.0,Visit,202108.0
691,2021,8.0,North,   19.63,243.0,Visit,202108.0
1275,2021,8,West,   16.12,1577.0,Commute,202108.0
319,2021,8.0,South,   10.30,599.0,Walk,202108.0
1271,2021,8,East,   15.15,567.0,Commute,202108.0
1279,2021,8,South,   14.49,599.0,Commute,202108.0
315,2021,8.0,West,    7.86,1577.0,Walk,202108.0
511,2021,8.0,South,   20.53,599.0,Fun,202108.0
311,2021,8.0,East,    9.75,567.0,Walk,202108.0
1267,2021,8,North,   21.31,243.0,Commute,202108.0
1087,2021,8.0,South,    5.59,599.0,Shop,202108.0
1083,2021,8.0,West,    4.78,1577.0,Shop,202108.0
1079,2021,8.0,East,    5.86,567.0,Shop,202108.0
1075,2021,8.0,North,    6.59,243.0,Shop,202108.0
499,2021,8.0,North,   32.33,243.0,Fun,202108.0
503,2021,8.0,East,   18.97,567.0,Fun,202108.0
507,2021,8.0,West,   19.65,1577.0,Fun,202108.0
119,2021,8.0,East,   14.33,567.0,Total,202108.0
895,2021,8.0,South,0,599.0,Edu,202108.0
891,2021,8.0,West,0,1577.0,Edu,202108.0
887,2021,8.0,East,0,567.0,Edu,202108.0
883,2021,8.0,North,0,243.0,Edu,202108.0
307,2021,8.0,North,   10.55,243.0,Walk,202108.0
127,2021,8.0,South,   12.92,599.0,Total,202108.0
115,2021,8.0,North,   16.98,243.0,Total,202108.0
1283,2021,9,North,   15.57,179.0,Commute,202109.0
527,2021,9.0,South,   13.18,506.0,Fun,202109.0
135,2021,9.0,East,   13.66,491.0,Total,202109.0
519,2021,9.0,East,   16.19,491.0,Fun,202109.0
515,2021,9.0,North,0,179.0,Fun,202109.0
523,2021,9.0,West,   13.38,1199.0,Fun,202109.0
707,2021,9.0,North,   27.70,179.0,Visit,202109.0
143,2021,9.0,South,   10.81,506.0,Total,202109.0
139,2021,9.0,West,   11.97,1199.0,Total,202109.0
1103,2021,9.0,South,    4.28,506.0,Shop,202109.0
1099,2021,9.0,West,    4.67,1199.0,Shop,202109.0
1095,2021,9.0,East,    6.43,491.0,Shop,202109.0
1091,2021,9.0,North,    4.72,179.0,Shop,202109.0
1295,2021,9,South,   19.45,506.0,Commute,202109.0
911,2021,9.0,South,   13.69,506.0,Edu,202109.0
335,2021,9.0,South,    7.08,506.0,Walk,202109.0
903,2021,9.0,East,   12.69,491.0,Edu,202109.0
899,2021,9.0,North,0,179.0,Edu,202109.0
907,2021,9.0,West,   12.76,1199.0,Edu,202109.0
323,2021,9.0,North,   10.96,179.0,Walk,202109.0
711,2021,9.0,East,   24.07,491.0,Visit,202109.0
1291,2021,9,West,   16.41,1199.0,Commute,202109.0
715,2021,9.0,West,   22.49,1199.0,Visit,202109.0
131,2021,9.0,North,   12.21,179.0,Total,202109.0
331,2021,9.0,West,   10.32,1199.0,Walk,202109.0
327,2021,9.0,East,   10.72,491.0,Walk,202109.0
1287,2021,9,East,   17.51,491.0,Commute,202109.0
719,2021,9.0,South,   13.36,506.0,Visit,202109.0
1299,2021,10,North,   21.58,268.0,Commute,202110.0
351,2021,10.0,South,    7.57,913.0,Walk,202110.0
347,2021,10.0,West,    7.30,1701.0,Walk,202110.0
1303,2021,10,East,   16.56,863.0,Commute,202110.0
339,2021,10.0,North,0,268.0,Walk,202110.0
1307,2021,10,West,   15.71,1701.0,Commute,202110.0
147,2021,10.0,North,   15.04,268.0,Total,202110.0
1311,2021,10,South,   15.31,913.0,Commute,202110.0
159,2021,10.0,South,   11.78,913.0,Total,202110.0
343,2021,10.0,East,    9.51,863.0,Walk,202110.0
151,2021,10.0,East,   12.16,863.0,Total,202110.0
531,2021,10.0,North,   14.09,268.0,Fun,202110.0
1119,2021,10.0,South,    5.28,913.0,Shop,202110.0
1115,2021,10.0,West,    5.36,1701.0,Shop,202110.0
1111,2021,10.0,East,    5.97,863.0,Shop,202110.0
1107,2021,10.0,North,    6.98,268.0,Shop,202110.0
927,2021,10.0,South,0,913.0,Edu,202110.0
923,2021,10.0,West,   13.47,1701.0,Edu,202110.0
919,2021,10.0,East,   17.20,863.0,Edu,202110.0
735,2021,10.0,South,   20.84,913.0,Visit,202110.0
731,2021,10.0,West,   21.53,1701.0,Visit,202110.0
727,2021,10.0,East,   16.42,863.0,Visit,202110.0
723,2021,10.0,North,   29.15,268.0,Visit,202110.0
155,2021,10.0,West,   11.87,1701.0,Total,202110.0
915,2021,10.0,North,0,268.0,Edu,202110.0
535,2021,10.0,East,   12.03,863.0,Fun,202110.0
543,2021,10.0,South,   10.60,913.0,Fun,202110.0
539,2021,10.0,West,   12.73,1701.0,Fun,202110.0
367,2021,11.0,South,    5.08,1897.0,Walk,202111.0
1323,2021,11,West,   16.78,3046.0,Commute,202111.0
1123,2021,11.0,North,    4.50,552.0,Shop,202111.0
1127,2021,11.0,East,    6.16,1467.0,Shop,202111.0
1319,2021,11,East,   17.59,1467.0,Commute,202111.0
555,2021,11.0,West,   10.71,3046.0,Fun,202111.0
1131,2021,11.0,West,    4.26,3046.0,Shop,202111.0
171,2021,11.0,West,   10.49,3046.0,Total,202111.0
167,2021,11.0,East,   11.32,1467.0,Total,202111.0
163,2021,11.0,North,   12.18,552.0,Total,202111.0
1315,2021,11,North,   17.65,552.0,Commute,202111.0
1135,2021,11.0,South,    4.39,1897.0,Shop,202111.0
363,2021,11.0,West,    6.46,3046.0,Walk,202111.0
175,2021,11.0,South,   10.23,1897.0,Total,202111.0
943,2021,11.0,South,0,1897.0,Edu,202111.0
559,2021,11.0,South,   10.99,1897.0,Fun,202111.0
939,2021,11.0,West,   11.34,3046.0,Edu,202111.0
935,2021,11.0,East,   10.34,1467.0,Edu,202111.0
931,2021,11.0,North,0,552.0,Edu,202111.0
359,2021,11.0,East,    5.35,1467.0,Walk,202111.0
355,2021,11.0,North,    5.51,552.0,Walk,202111.0
1327,2021,11,South,   15.90,1897.0,Commute,202111.0
751,2021,11.0,South,   12.23,1897.0,Visit,202111.0
747,2021,11.0,West,   21.95,3046.0,Visit,202111.0
743,2021,11.0,East,   15.16,1467.0,Visit,202111.0
739,2021,11.0,North,0,552.0,Visit,202111.0
547,2021,11.0,North,    7.38,552.0,Fun,202111.0
551,2021,11.0,East,   12.79,1467.0,Fun,202111.0
1335,2021,12,East,   15.58,935.0,Commute,202112.0
1339,2021,12,West,   16.38,2421.0,Commute,202112.0
1331,2021,12,North,   17.27,434.0,Commute,202112.0
1147,2021,12.0,West,    4.14,2421.0,Shop,202112.0
183,2021,12.0,East,   10.92,935.0,Total,202112.0
1143,2021,12.0,East,    4.17,935.0,Shop,202112.0
1139,2021,12.0,North,    3.69,434.0,Shop,202112.0
959,2021,12.0,South,0,1250.0,Edu,202112.0
955,2021,12.0,West,   11.94,2421.0,Edu,202112.0
951,2021,12.0,East,0,935.0,Edu,202112.0
947,2021,12.0,North,0,434.0,Edu,202112.0
767,2021,12.0,South,   14.02,1250.0,Visit,202112.0
763,2021,12.0,West,   21.26,2421.0,Visit,202112.0
759,2021,12.0,East,   22.69,935.0,Visit,202112.0
755,2021,12.0,North,   36.40,434.0,Visit,202112.0
575,2021,12.0,South,    9.54,1250.0,Fun,202112.0
571,2021,12.0,West,   11.01,2421.0,Fun,202112.0
567,2021,12.0,East,   16.37,935.0,Fun,202112.0
563,2021,12.0,North,0,434.0,Fun,202112.0
1151,2021,12.0,South,    4.24,1250.0,Shop,202112.0
383,2021,12.0,South,    5.67,1250.0,Walk,202112.0
379,2021,12.0,West,    5.40,2421.0,Walk,202112.0
375,2021,12.0,East,    5.00,935.0,Walk,202112.0
371,2021,12.0,North,    6.35,434.0,Walk,202112.0
191,2021,12.0,South,    9.53,1250.0,Total,202112.0
187,2021,12.0,West,   10.82,2421.0,Total,202112.0
179,2021,12.0,North,   13.55,434.0,Total,202112.0
1343,2021,12,South,   14.17,1250.0,Commute,202112.0
